"name","path_id","path_desc"
"mhpC","eco00360","Phenylalanine metabolism"
"mhpC","eco01120","Microbial metabolism in diverse environments"
"mhpC","eco01220","Degradation of aromatic compounds"
"mhpD","eco00360","Phenylalanine metabolism"
"mhpD","eco00362","Benzoate degradation"
"mhpD","eco00621","Dioxin degradation"
"mhpD","eco00622","Xylene degradation"
"mhpD","eco01100","Metabolic pathways"
"mhpD","eco01120","Microbial metabolism in diverse environments"
"mhpD","eco01220","Degradation of aromatic compounds"
"mhpE","eco00360","Phenylalanine metabolism"
"mhpE","eco00362","Benzoate degradation"
"mhpE","eco00621","Dioxin degradation"
"mhpE","eco00622","Xylene degradation"
"mhpE","eco01100","Metabolic pathways"
"mhpE","eco01120","Microbial metabolism in diverse environments"
"mhpE","eco01220","Degradation of aromatic compounds"
"mhpF","eco00362","Benzoate degradation"
"mhpF","eco00620","Pyruvate metabolism"
"mhpF","eco00621","Dioxin degradation"
"mhpF","eco00622","Xylene degradation"
"mhpF","eco00650","Butanoate metabolism"
"mhpF","eco01100","Metabolic pathways"
"mhpF","eco01120","Microbial metabolism in diverse environments"
"mhpR","NA","NA"
"mhpT","NA","NA"
"miaA","eco01100","Metabolic pathways"
"miaA","eco01110","Biosynthesis of secondary metabolites"
"miaB","NA","NA"
"micA","NA","NA"
"micC","NA","NA"
"micF","NA","NA"
"minC","NA","NA"
"minD","NA","NA"
"minE","NA","NA"
"mioC","NA","NA"
"mipA","NA","NA"
"mlaA","NA","NA"
"mlaB","NA","NA"
"mlaC","NA","NA"
"mlaD","NA","NA"
"mlaE","NA","NA"
"mlaF","NA","NA"
"mliC","NA","NA"
"mlrA","NA","NA"
"mltA","NA","NA"
"mltB","NA","NA"
"mltC","NA","NA"
"mltD","NA","NA"
"mltF","NA","NA"
"mmuM","eco00270","Cysteine and methionine metabolism"
"mmuM","eco01100","Metabolic pathways"
"mmuM","eco01110","Biosynthesis of secondary metabolites"
"mmuP","NA","NA"
"mngA","eco02060","Phosphotransferase system (PTS)"
"mngB","NA","NA"
"mngR","NA","NA"
"mnmA","eco04122","Sulfur relay system"
"mnmC","NA","NA"
"mnmE","NA","NA"
"mnmG","NA","NA"
"mntH","NA","NA"
"mntR","NA","NA"
"moaA","eco00790","Folate biosynthesis"
"moaA","eco01100","Metabolic pathways"
"moaA","eco04122","Sulfur relay system"
"moaB","NA","NA"
"moaC","eco00790","Folate biosynthesis"
"moaC","eco01100","Metabolic pathways"
"moaC","eco04122","Sulfur relay system"
"moaD","eco00790","Folate biosynthesis"
"moaD","eco01100","Metabolic pathways"
"moaD","eco04122","Sulfur relay system"
"moaE","eco00790","Folate biosynthesis"
"moaE","eco01100","Metabolic pathways"
"moaE","eco04122","Sulfur relay system"
"mobA","NA","NA"
"mobB","NA","NA"
"mocA","NA","NA"
"modA","NA","NA"
"modB","eco02010","ABC transporters"
"modC","eco02010","ABC transporters"
"modE","NA","NA"
"modF","eco02010","ABC transporters"
"moeA","NA","NA"
"moeB","eco04122","Sulfur relay system"
"mog","eco04122","Sulfur relay system"
"mokA","NA","NA"
"mokB","NA","NA"
"mokC","NA","NA"
"motA","eco02020","Two-component system"
"motA","eco02030","Bacterial chemotaxis"
"motA","eco02040","Flagellar assembly"
"motB","eco02030","Bacterial chemotaxis"
"motB","eco02040","Flagellar assembly"
"mpaA","NA","NA"
"mpl","NA","NA"
"mppA","eco00312","beta-Lactam resistance"
"mppA","eco02010","ABC transporters"
"mprA","NA","NA"
"mqo","eco00620","Pyruvate metabolism"
"mqsA","NA","NA"
"mqsR","NA","NA"
"mraY","eco00550","Peptidoglycan biosynthesis"
"mraY","eco01100","Metabolic pathways"
"mraZ","NA","NA"
"mrcA","eco00312","beta-Lactam resistance"
"mrcA","eco00550","Peptidoglycan biosynthesis"
"mrcA","eco01100","Metabolic pathways"
"mrcB","eco00550","Peptidoglycan biosynthesis"
"mrdA","eco00312","beta-Lactam resistance"
"mrdA","eco00550","Peptidoglycan biosynthesis"
"mrdB","NA","NA"
"mreB","NA","NA"
"mreC","NA","NA"
"mreD","NA","NA"
"mrp","NA","NA"
"mrr","NA","NA"
"msbA","eco02010","ABC transporters"
"mscL","NA","NA"
"mscM","NA","NA"
"mscS","NA","NA"
"msrA","NA","NA"
"msrB","NA","NA"
"msyB","NA","NA"
"mtfA","NA","NA"
"mtgA","eco00550","Peptidoglycan biosynthesis"
"mtlA","eco00051","Fructose and mannose metabolism"
"mtlA","eco02060","Phosphotransferase system (PTS)"
"mtlD","eco00051","Fructose and mannose metabolism"
"mtlR","NA","NA"
"mtn","eco00270","Cysteine and methionine metabolism"
"mtn","eco01100","Metabolic pathways"
"mtn","eco01230","Biosynthesis of amino acids"
"mtr","NA","NA"
"mug","eco03410","Base excision repair"
"mukB","NA","NA"
"mukE","NA","NA"
"mukF","NA","NA"
"murA","eco00520","Amino sugar and nucleotide sugar metabolism"
"murA","eco00550","Peptidoglycan biosynthesis"
"murA","eco01100","Metabolic pathways"
"murB","eco00520","Amino sugar and nucleotide sugar metabolism"
"murB","eco00550","Peptidoglycan biosynthesis"
"murB","eco01100","Metabolic pathways"
"murC","eco00471","D-Glutamine and D-glutamate metabolism"
"murC","eco00550","Peptidoglycan biosynthesis"
"murC","eco01100","Metabolic pathways"
"murD","eco00471","D-Glutamine and D-glutamate metabolism"
"murD","eco00550","Peptidoglycan biosynthesis"
"murD","eco01100","Metabolic pathways"
"murE","eco00300","Lysine biosynthesis"
"murE","eco00550","Peptidoglycan biosynthesis"
"murF","eco00300","Lysine biosynthesis"
"murF","eco00550","Peptidoglycan biosynthesis"
"murF","eco01100","Metabolic pathways"
"murG","eco00550","Peptidoglycan biosynthesis"
"murG","eco01100","Metabolic pathways"
"murI","eco00471","D-Glutamine and D-glutamate metabolism"
"murI","eco01100","Metabolic pathways"
"murJ","eco00550","Peptidoglycan biosynthesis"
"murP","NA","NA"
"murQ","eco00520","Amino sugar and nucleotide sugar metabolism"
"murR","NA","NA"
"mutH","eco03430","Mismatch repair"
"mutL","eco03430","Mismatch repair"
"mutM","eco03410","Base excision repair"
"mutS","eco03430","Mismatch repair"
"mutT","NA","NA"
"mutY","eco03410","Base excision repair"
"mzrA","NA","NA"
"nac","NA","NA"
"nadA","eco00760","Nicotinate and nicotinamide metabolism"
"nadA","eco01100","Metabolic pathways"
"nadB","eco00250","Alanine, aspartate and glutamate metabolism"
"nadB","eco00760","Nicotinate and nicotinamide metabolism"
"nadB","eco01100","Metabolic pathways"
"nadC","eco00760","Nicotinate and nicotinamide metabolism"
"nadC","eco01100","Metabolic pathways"
"nadD","eco00760","Nicotinate and nicotinamide metabolism"
"nadD","eco01100","Metabolic pathways"
"nadE","eco00760","Nicotinate and nicotinamide metabolism"
"nadE","eco01100","Metabolic pathways"
"nadK","eco00760","Nicotinate and nicotinamide metabolism"
"nadK","eco01100","Metabolic pathways"
"nadR","NA","NA"
"nagA","eco00520","Amino sugar and nucleotide sugar metabolism"
"nagA","eco01110","Biosynthesis of secondary metabolites"
"nagB","eco00520","Amino sugar and nucleotide sugar metabolism"
"nagB","eco01100","Metabolic pathways"
"nagB","eco01110","Biosynthesis of secondary metabolites"
"nagC","NA","NA"
"nagD","NA","NA"
"nagE","eco00520","Amino sugar and nucleotide sugar metabolism"
"nagE","eco02060","Phosphotransferase system (PTS)"
"nagK","eco00520","Amino sugar and nucleotide sugar metabolism"
"nagK","eco01110","Biosynthesis of secondary metabolites"
"nagZ","eco00312","beta-Lactam resistance"
"nagZ","eco00520","Amino sugar and nucleotide sugar metabolism"
"nagZ","eco01110","Biosynthesis of secondary metabolites"
"nanA","eco00520","Amino sugar and nucleotide sugar metabolism"
"nanC","NA","NA"
"nanE","eco00520","Amino sugar and nucleotide sugar metabolism"
"nanK","eco00520","Amino sugar and nucleotide sugar metabolism"
"nanK","eco01100","Metabolic pathways"
"nanK","eco01110","Biosynthesis of secondary metabolites"
"nanM","NA","NA"
"nanR","NA","NA"
"nanS","NA","NA"
"nanT","NA","NA"
"napA","eco00910","Nitrogen metabolism"
"napA","eco01120","Microbial metabolism in diverse environments"
"napB","eco00910","Nitrogen metabolism"
"napB","eco01120","Microbial metabolism in diverse environments"
"napC","NA","NA"
"napD","NA","NA"
"napF","NA","NA"
"napG","NA","NA"
"napH","NA","NA"
"narG","eco00910","Nitrogen metabolism"
"narG","eco01120","Microbial metabolism in diverse environments"
"narG","eco02020","Two-component system"
"narH","eco00910","Nitrogen metabolism"
"narH","eco01120","Microbial metabolism in diverse environments"
"narH","eco02020","Two-component system"
"narI","eco00910","Nitrogen metabolism"
"narI","eco01120","Microbial metabolism in diverse environments"
"narI","eco02020","Two-component system"
"narJ","eco00910","Nitrogen metabolism"
"narJ","eco01120","Microbial metabolism in diverse environments"
"narJ","eco02020","Two-component system"
"narK","eco00910","Nitrogen metabolism"
"narL","eco02020","Two-component system"
"narP","eco02020","Two-component system"
"narQ","eco02020","Two-component system"
"narU","eco00910","Nitrogen metabolism"
"narV","eco00910","Nitrogen metabolism"
"narV","eco01120","Microbial metabolism in diverse environments"
"narV","eco02020","Two-component system"
"narW","eco00910","Nitrogen metabolism"
"narW","eco01120","Microbial metabolism in diverse environments"
"narW","eco02020","Two-component system"
"narX","eco02020","Two-component system"
"narY","eco00910","Nitrogen metabolism"
"narY","eco01120","Microbial metabolism in diverse environments"
"narY","eco02020","Two-component system"
"narZ","eco00910","Nitrogen metabolism"
"narZ","eco01120","Microbial metabolism in diverse environments"
"narZ","eco02020","Two-component system"
"ndh","eco00190","Oxidative phosphorylation"
"ndk","eco00230","Purine metabolism"
"ndk","eco00240","Pyrimidine metabolism"
"ndk","eco01100","Metabolic pathways"
"ndk","eco01110","Biosynthesis of secondary metabolites"
"nei","eco03410","Base excision repair"
"nemA","eco00633","Nitrotoluene degradation"
"nemA","eco01120","Microbial metabolism in diverse environments"
"nemR","NA","NA"
"nepI","NA","NA"
"nfi","NA","NA"
"nfo","eco03410","Base excision repair"
"nfrA","NA","NA"
"nfrB","NA","NA"
"nfsA","eco00633","Nitrotoluene degradation"
"nfsA","eco01120","Microbial metabolism in diverse environments"
"nfsB","eco00633","Nitrotoluene degradation"
"nfsB","eco01120","Microbial metabolism in diverse environments"
"nfuA","NA","NA"
"nhaA","NA","NA"
"nhaB","NA","NA"
"nhaR","NA","NA"
"nhoA","NA","NA"
"nikA","eco02010","ABC transporters"
"nikB","eco02010","ABC transporters"
"nikC","eco02010","ABC transporters"
"nikD","eco02010","ABC transporters"
"nikE","eco02010","ABC transporters"
"nikR","NA","NA"
"ninE","NA","NA"
"nirB","eco00910","Nitrogen metabolism"
"nirB","eco01120","Microbial metabolism in diverse environments"
"nirC","NA","NA"
"nirD","eco00910","Nitrogen metabolism"
"nirD","eco01120","Microbial metabolism in diverse environments"
"nlpA","eco02010","ABC transporters"
"nlpC","NA","NA"
"nlpD","NA","NA"
"nlpE","NA","NA"
"nlpI","NA","NA"
"nmpC","NA","NA"
"nohD","NA","NA"
"nohQ","NA","NA"
"norR","NA","NA"
"norV","NA","NA"
"norW","NA","NA"
"npr","eco02060","Phosphotransferase system (PTS)"
"nrdA","eco00230","Purine metabolism"
"nrdA","eco00240","Pyrimidine metabolism"
"nrdA","eco01100","Metabolic pathways"
"nrdB","eco00230","Purine metabolism"
"nrdB","eco00240","Pyrimidine metabolism"
"nrdB","eco01100","Metabolic pathways"
"nrdD","eco00230","Purine metabolism"
"nrdD","eco00240","Pyrimidine metabolism"
"nrdD","eco01100","Metabolic pathways"
"nrdE","eco00230","Purine metabolism"
"nrdE","eco00240","Pyrimidine metabolism"
"nrdE","eco01100","Metabolic pathways"
"nrdF","eco00230","Purine metabolism"
"nrdF","eco00240","Pyrimidine metabolism"
"nrdF","eco01100","Metabolic pathways"
"nrdG","NA","NA"
"nrdH","NA","NA"
"nrdI","NA","NA"
"nrdR","NA","NA"
"nrfA","eco00910","Nitrogen metabolism"
"nrfA","eco01120","Microbial metabolism in diverse environments"
"nrfB","NA","NA"
"nrfC","NA","NA"
"nrfD","NA","NA"
"nrfE","NA","NA"
"nrfF","NA","NA"
"nrfG","NA","NA"
"nsrR","NA","NA"
"nth","NA","NA"
"nudB","NA","NA"
"nudC","eco00760","Nicotinate and nicotinamide metabolism"
"nudE","eco00230","Purine metabolism"
"nudF","eco00230","Purine metabolism"
"nudG","NA","NA"
"nudI","NA","NA"
"nudJ","NA","NA"
"nudK","NA","NA"
"nudL","NA","NA"
"nuoA","eco00190","Oxidative phosphorylation"
"nuoA","eco01100","Metabolic pathways"
"nuoB","eco00190","Oxidative phosphorylation"
"nuoB","eco01100","Metabolic pathways"
"nuoC","eco00190","Oxidative phosphorylation"
"nuoC","eco01100","Metabolic pathways"
"nuoE","eco00190","Oxidative phosphorylation"
"nuoE","eco01100","Metabolic pathways"
"nuoF","eco00190","Oxidative phosphorylation"
"nuoF","eco01100","Metabolic pathways"
"nuoG","eco00190","Oxidative phosphorylation"
"nuoG","eco01100","Metabolic pathways"
"nuoH","eco00190","Oxidative phosphorylation"
"nuoH","eco01100","Metabolic pathways"
"nuoI","eco00190","Oxidative phosphorylation"
"nuoI","eco01100","Metabolic pathways"
"nuoJ","eco00190","Oxidative phosphorylation"
"nuoJ","eco01100","Metabolic pathways"
"nuoK","eco00190","Oxidative phosphorylation"
"nuoK","eco01100","Metabolic pathways"
"nuoL","eco00190","Oxidative phosphorylation"
"nuoL","eco01100","Metabolic pathways"
"nuoM","eco00190","Oxidative phosphorylation"
"nuoM","eco01100","Metabolic pathways"
"nuoN","eco00190","Oxidative phosphorylation"
"nuoN","eco01100","Metabolic pathways"
"nupC","NA","NA"
"nupG","NA","NA"
"nupX","NA","NA"
"nusA","NA","NA"
"nusB","NA","NA"
"nusG","NA","NA"
"obgE","NA","NA"
"ogrK","NA","NA"
"ogt","NA","NA"
"ohsC","NA","NA"
"ompA","NA","NA"
"ompC","NA","NA"
"ompF","eco00312","beta-Lactam resistance"
"ompF","eco02020","Two-component system"
"ompG","NA","NA"
"ompL","NA","NA"
"ompN","NA","NA"
"ompR","eco02020","Two-component system"
"ompT","NA","NA"
"ompW","NA","NA"
"ompX","NA","NA"
"omrA","NA","NA"
"omrB","NA","NA"
"opgB","eco00561","Glycerolipid metabolism"
"opgB","eco01100","Metabolic pathways"
"opgC","NA","NA"
"opgD","NA","NA"
"opgG","NA","NA"
"opgH","NA","NA"
"oppA","eco00312","beta-Lactam resistance"
"oppA","eco02010","ABC transporters"
"oppB","eco00312","beta-Lactam resistance"
"oppB","eco02010","ABC transporters"
"oppC","eco00312","beta-Lactam resistance"
"oppC","eco02010","ABC transporters"
"oppD","eco00312","beta-Lactam resistance"
"oppD","eco02010","ABC transporters"
"oppF","eco00312","beta-Lactam resistance"
"oppF","eco02010","ABC transporters"
"orn","NA","NA"
"osmB","NA","NA"
"osmC","NA","NA"
"osmE","NA","NA"
"osmF","eco02010","ABC transporters"
"osmY","NA","NA"
"otsA","eco00500","Starch and sucrose metabolism"
"otsA","eco01100","Metabolic pathways"
"otsB","eco00500","Starch and sucrose metabolism"
"otsB","eco01100","Metabolic pathways"
"oweE","NA","NA"
"oweS","NA","NA"
"oxc","eco00630","Glyoxylate and dicarboxylate metabolism"
"oxc","eco01100","Metabolic pathways"
"oxyR","NA","NA"
"oxyS","NA","NA"
"paaA","eco00360","Phenylalanine metabolism"
"paaA","eco01120","Microbial metabolism in diverse environments"
"paaB","eco00360","Phenylalanine metabolism"
"paaB","eco01120","Microbial metabolism in diverse environments"
"paaC","eco00360","Phenylalanine metabolism"
"paaC","eco01120","Microbial metabolism in diverse environments"
"paaD","eco00360","Phenylalanine metabolism"
"paaD","eco01120","Microbial metabolism in diverse environments"
"paaE","eco00360","Phenylalanine metabolism"
"paaE","eco01120","Microbial metabolism in diverse environments"
"paaF","eco00071","Fatty acid degradation"
"paaF","eco00280","Valine, leucine and isoleucine degradation"
"paaF","eco00281","Geraniol degradation"
"paaF","eco00310","Lysine degradation"
"paaF","eco00360","Phenylalanine metabolism"
"paaF","eco00362","Benzoate degradation"
"paaF","eco00380","Tryptophan metabolism"
"paaF","eco00410","beta-Alanine metabolism"
"paaF","eco00627","Aminobenzoate degradation"
"paaF","eco00640","Propanoate metabolism"
"paaF","eco00650","Butanoate metabolism"
"paaF","eco00903","Limonene and pinene degradation"
"paaF","eco00930","Caprolactam degradation"
"paaF","eco01100","Metabolic pathways"
"paaF","eco01110","Biosynthesis of secondary metabolites"
"paaF","eco01120","Microbial metabolism in diverse environments"
"paaF","eco01212","Fatty acid metabolism"
"paaG","eco00360","Phenylalanine metabolism"
"paaG","eco01120","Microbial metabolism in diverse environments"
"paaH","eco00360","Phenylalanine metabolism"
"paaH","eco00362","Benzoate degradation"
"paaH","eco00650","Butanoate metabolism"
"paaH","eco01100","Metabolic pathways"
"paaH","eco01120","Microbial metabolism in diverse environments"
"paaI","eco00360","Phenylalanine metabolism"
"paaJ","eco00360","Phenylalanine metabolism"
"paaJ","eco01120","Microbial metabolism in diverse environments"
"paaK","eco00360","Phenylalanine metabolism"
"paaK","eco01120","Microbial metabolism in diverse environments"
"paaX","NA","NA"
"paaY","NA","NA"
"paaZ","eco00360","Phenylalanine metabolism"
"paaZ","eco01120","Microbial metabolism in diverse environments"
"pabA","eco00790","Folate biosynthesis"
"pabB","eco00790","Folate biosynthesis"
"pabC","eco00790","Folate biosynthesis"
"pagP","NA","NA"
"pal","NA","NA"
"panB","eco00770","Pantothenate and CoA biosynthesis"
"panB","eco01100","Metabolic pathways"
"panB","eco01110","Biosynthesis of secondary metabolites"
"panC","eco00410","beta-Alanine metabolism"
"panC","eco00770","Pantothenate and CoA biosynthesis"
"panC","eco01100","Metabolic pathways"
"panC","eco01110","Biosynthesis of secondary metabolites"
"panD","eco00410","beta-Alanine metabolism"
"panD","eco00770","Pantothenate and CoA biosynthesis"
"panD","eco01100","Metabolic pathways"
"panD","eco01110","Biosynthesis of secondary metabolites"
"panE","eco00770","Pantothenate and CoA biosynthesis"
"panE","eco01100","Metabolic pathways"
"panE","eco01110","Biosynthesis of secondary metabolites"
"panF","NA","NA"
"paoA","eco00230","Purine metabolism"
"paoA","eco01100","Metabolic pathways"
"paoA","eco01120","Microbial metabolism in diverse environments"
"paoB","eco00230","Purine metabolism"
"paoB","eco01100","Metabolic pathways"
"paoB","eco01120","Microbial metabolism in diverse environments"
"paoC","eco00230","Purine metabolism"
"paoC","eco01100","Metabolic pathways"
"paoC","eco01120","Microbial metabolism in diverse environments"
"paoD","NA","NA"
"parC","NA","NA"
"parE","NA","NA"
"patA","eco00330","Arginine and proline metabolism"
"pauD","NA","NA"
"pawZ","NA","NA"
"pbl","NA","NA"
"pbpC","eco00550","Peptidoglycan biosynthesis"
"pbpG","NA","NA"
"pck","eco00010","Glycolysis / Gluconeogenesis"
"pck","eco00020","Citrate cycle (TCA cycle)"
"pck","eco00620","Pyruvate metabolism"
"pck","eco01100","Metabolic pathways"
"pck","eco01110","Biosynthesis of secondary metabolites"
"pck","eco01120","Microbial metabolism in diverse environments"
"pck","eco01200","Carbon metabolism"
"pcm","NA","NA"
"pcnB","eco03018","RNA degradation"
"pdhR","NA","NA"
"pdxA","eco00750","Vitamin B6 metabolism"
"pdxA","eco01100","Metabolic pathways"
"pdxB","eco00750","Vitamin B6 metabolism"
"pdxB","eco01100","Metabolic pathways"
"pdxH","eco00750","Vitamin B6 metabolism"
"pdxH","eco01100","Metabolic pathways"
"pdxJ","eco00750","Vitamin B6 metabolism"
"pdxJ","eco01100","Metabolic pathways"
"pdxK","eco00750","Vitamin B6 metabolism"
"pdxK","eco01100","Metabolic pathways"
"pdxY","eco00750","Vitamin B6 metabolism"
"pdxY","eco01100","Metabolic pathways"
"peaD","NA","NA"
"pepA","eco00480","Glutathione metabolism"
"pepA","eco01100","Metabolic pathways"
"pepB","eco00480","Glutathione metabolism"
"pepB","eco01100","Metabolic pathways"
"pepD","eco00480","Glutathione metabolism"
"pepD","eco01100","Metabolic pathways"
"pepE","NA","NA"
"pepN","eco00480","Glutathione metabolism"
"pepN","eco01100","Metabolic pathways"
"pepP","NA","NA"
"pepQ","NA","NA"
"pepT","NA","NA"
"perR","NA","NA"
"pfkA","eco00010","Glycolysis / Gluconeogenesis"
"pfkA","eco00030","Pentose phosphate pathway"
"pfkA","eco00051","Fructose and mannose metabolism"
"pfkA","eco00052","Galactose metabolism"
"pfkA","eco00680","Methane metabolism"
"pfkA","eco01100","Metabolic pathways"
"pfkA","eco01110","Biosynthesis of secondary metabolites"
"pfkA","eco01120","Microbial metabolism in diverse environments"
"pfkA","eco01200","Carbon metabolism"
"pfkA","eco01230","Biosynthesis of amino acids"
"pfkB","eco00010","Glycolysis / Gluconeogenesis"
"pfkB","eco00030","Pentose phosphate pathway"
"pfkB","eco00051","Fructose and mannose metabolism"
"pfkB","eco00052","Galactose metabolism"
"pfkB","eco00680","Methane metabolism"
"pfkB","eco01100","Metabolic pathways"
"pfkB","eco01110","Biosynthesis of secondary metabolites"
"pfkB","eco01120","Microbial metabolism in diverse environments"
"pfkB","eco01200","Carbon metabolism"
"pfkB","eco01230","Biosynthesis of amino acids"
"pflA","NA","NA"
"pflB","eco00620","Pyruvate metabolism"
"pflB","eco00640","Propanoate metabolism"
"pflB","eco00650","Butanoate metabolism"
"pflB","eco01100","Metabolic pathways"
"pflC","NA","NA"
"pflD","eco00620","Pyruvate metabolism"
"pflD","eco00640","Propanoate metabolism"
"pflD","eco00650","Butanoate metabolism"
"pflD","eco01100","Metabolic pathways"
"pgaA","NA","NA"
"pgaB","NA","NA"
"pgaC","NA","NA"
"pgaD","NA","NA"
"pgi","eco00010","Glycolysis / Gluconeogenesis"
"pgi","eco00030","Pentose phosphate pathway"
"pgi","eco00500","Starch and sucrose metabolism"
"pgi","eco00520","Amino sugar and nucleotide sugar metabolism"
"pgi","eco01100","Metabolic pathways"
"pgi","eco01110","Biosynthesis of secondary metabolites"
"pgi","eco01120","Microbial metabolism in diverse environments"
"pgi","eco01200","Carbon metabolism"
"pgk","eco00010","Glycolysis / Gluconeogenesis"
"pgk","eco01100","Metabolic pathways"
"pgk","eco01110","Biosynthesis of secondary metabolites"
"pgk","eco01120","Microbial metabolism in diverse environments"
"pgk","eco01200","Carbon metabolism"
"pgk","eco01230","Biosynthesis of amino acids"
"pgl","eco00030","Pentose phosphate pathway"
"pgl","eco01100","Metabolic pathways"
"pgl","eco01110","Biosynthesis of secondary metabolites"
"pgl","eco01120","Microbial metabolism in diverse environments"
"pgl","eco01200","Carbon metabolism"
"pgm","eco00010","Glycolysis / Gluconeogenesis"
"pgm","eco00030","Pentose phosphate pathway"
"pgm","eco00052","Galactose metabolism"
"pgm","eco00230","Purine metabolism"
"pgm","eco00500","Starch and sucrose metabolism"
"pgm","eco00520","Amino sugar and nucleotide sugar metabolism"
"pgm","eco00521","Streptomycin biosynthesis"
"pgm","eco01100","Metabolic pathways"
"pgm","eco01110","Biosynthesis of secondary metabolites"
"pgm","eco01120","Microbial metabolism in diverse environments"
"pgpA","eco00564","Glycerophospholipid metabolism"
"pgpA","eco01100","Metabolic pathways"
"pgpB","eco00564","Glycerophospholipid metabolism"
"pgpB","eco01100","Metabolic pathways"
"pgsA","eco00564","Glycerophospholipid metabolism"
"pgsA","eco01100","Metabolic pathways"
"pheA","NA","NA"
"pheL","NA","NA"
"pheM","NA","NA"
"pheP","NA","NA"
"pheS","eco00970","Aminoacyl-tRNA biosynthesis"
"pheT","eco00970","Aminoacyl-tRNA biosynthesis"
"pheU","eco00970","Aminoacyl-tRNA biosynthesis"
"pheV","eco00970","Aminoacyl-tRNA biosynthesis"
"phnC","eco02010","ABC transporters"
"phnD","eco02010","ABC transporters"
"phnE","NA","NA"
"phnF","NA","NA"
"phnG","eco00440","Phosphonate and phosphinate metabolism"
"phnH","eco00440","Phosphonate and phosphinate metabolism"
"phnI","eco00440","Phosphonate and phosphinate metabolism"
"phnJ","eco00440","Phosphonate and phosphinate metabolism"
"phnK","NA","NA"
"phnL","eco00440","Phosphonate and phosphinate metabolism"
"phnM","eco00440","Phosphonate and phosphinate metabolism"
"phnN","eco00030","Pentose phosphate pathway"
"phnO","NA","NA"
"phnP","eco00440","Phosphonate and phosphinate metabolism"
"phoA","eco00627","Aminobenzoate degradation"
"phoA","eco00790","Folate biosynthesis"
"phoA","eco01100","Metabolic pathways"
"phoA","eco01120","Microbial metabolism in diverse environments"
"phoA","eco02020","Two-component system"
"phoB","eco02020","Two-component system"
"phoE","NA","NA"
"phoH","NA","NA"
"phoP","eco02020","Two-component system"
"phoQ","eco02020","Two-component system"
"phoR","eco02020","Two-component system"
"phoU","NA","NA"
"php","NA","NA"
"phr","NA","NA"
"pinE","NA","NA"
"pinH","NA","NA"
"pitA","NA","NA"
"pitB","NA","NA"
"pldA","eco00564","Glycerophospholipid metabolism"
"pldA","eco00565","Ether lipid metabolism"
"pldA","eco00590","Arachidonic acid metabolism"
"pldA","eco00592","alpha-Linolenic acid metabolism"
"pldA","eco01100","Metabolic pathways"
"pldB","eco00564","Glycerophospholipid metabolism"
"pliG","NA","NA"
"plsB","eco00561","Glycerolipid metabolism"
"plsB","eco00564","Glycerophospholipid metabolism"
"plsB","eco01100","Metabolic pathways"
"plsC","eco00561","Glycerolipid metabolism"
"plsC","eco00564","Glycerophospholipid metabolism"
"plsC","eco01100","Metabolic pathways"
"plsX","eco00561","Glycerolipid metabolism"
"plsX","eco00564","Glycerophospholipid metabolism"
"plsX","eco01100","Metabolic pathways"
"plsY","eco00561","Glycerolipid metabolism"
"plsY","eco00564","Glycerophospholipid metabolism"
"plsY","eco01100","Metabolic pathways"
"pmbA","NA","NA"
"pmrD","NA","NA"
"pncA","eco00760","Nicotinate and nicotinamide metabolism"
"pncA","eco01100","Metabolic pathways"
"pncB","eco00760","Nicotinate and nicotinamide metabolism"
"pncB","eco01100","Metabolic pathways"
"pnp","eco00230","Purine metabolism"
"pnp","eco00240","Pyrimidine metabolism"
"pnp","eco03018","RNA degradation"
"pntA","eco00760","Nicotinate and nicotinamide metabolism"
"pntA","eco01100","Metabolic pathways"
"pntB","eco00760","Nicotinate and nicotinamide metabolism"
"pntB","eco01100","Metabolic pathways"
"pnuC","NA","NA"
"polA","eco00230","Purine metabolism"
"polA","eco00240","Pyrimidine metabolism"
"polA","eco01100","Metabolic pathways"
"polA","eco03030","DNA replication"
"polA","eco03410","Base excision repair"
"polA","eco03420","Nucleotide excision repair"
"polA","eco03440","Homologous recombination"
"polB","NA","NA"
"potA","eco02010","ABC transporters"
"potB","eco02010","ABC transporters"
"potC","eco02010","ABC transporters"
"potD","eco02010","ABC transporters"
"potE","NA","NA"
"potF","eco02010","ABC transporters"
"potG","eco02010","ABC transporters"
"potH","eco02010","ABC transporters"
"potI","eco02010","ABC transporters"
"poxB","eco00620","Pyruvate metabolism"
"ppa","NA","NA"
"ppc","eco00620","Pyruvate metabolism"
"ppc","eco00680","Methane metabolism"
"ppc","eco01100","Metabolic pathways"
"ppc","eco01120","Microbial metabolism in diverse environments"
"ppc","eco01200","Carbon metabolism"
"ppdA","NA","NA"
"ppdB","NA","NA"
"ppdC","NA","NA"
"ppdD","NA","NA"
"pphA","NA","NA"
"pphB","NA","NA"
"ppiA","NA","NA"
"ppiB","NA","NA"
"ppiC","NA","NA"
"ppiD","NA","NA"
"ppk","eco00190","Oxidative phosphorylation"
"ppk","eco03018","RNA degradation"
"pppA","NA","NA"
"ppsA","eco00620","Pyruvate metabolism"
"ppsA","eco00680","Methane metabolism"
"ppsA","eco01100","Metabolic pathways"
"ppsA","eco01120","Microbial metabolism in diverse environments"
"ppsA","eco01200","Carbon metabolism"
"ppsR","NA","NA"
"pptA","eco00362","Benzoate degradation"
"pptA","eco00621","Dioxin degradation"
